2024-12-16,HIGGS,The Higgs boson is a fundamental particle associated with the Higgs field which gives mass to other particles through the Higgs mechanism. It was discovered at the Large Hadron Collider in 2012 marking one of the greatest achievements in modern physics.,https://thirdspacelearning.com/wp-content/uploads/2022/08/Angles-SUPER-HUB-image-2.png
2024-12-17,HLLHC,The High Luminosity Large Hadron Collider is an upgraded version of the LHC designed to deliver ten times more data. This increase in luminosity will enable detailed studies of rare processes and enhance the search for physics beyond the Standard Model.,https://thirdspacelearning.com/wp-content/uploads/2022/08/Angles-SUPER-HUB-image-2.png
2024-12-18,TOTEM,TOTEM is an experiment at CERN designed to study forward-scattered protons in collisions at the Large Hadron Collider. By measuring the total cross-section and other properties it helps scientists understand the internal structure of the proton.,https://thirdspacelearning.com/wp-content/uploads/2022/08/Angles-SUPER-HUB-image-2.png
2024-12-19,OMEGA,OMEGA was a detector at CERN used in the 1970s and 1980s for studying the properties of neutral mesons. It contributed to the understanding of hadronic physics and advanced techniques for particle detection and tracking.,https://thirdspacelearning.com/wp-content/uploads/2022/08/Angles-SUPER-HUB-image-2.png
2024-12-26,ANION,An anion is a negatively charged ion formed when an atom or molecule gains one or more electrons. Anions play a key role in various physical and chemical processes including conductivity in solutions and reactions in plasma physics.,https://sciencenotes.org/wp-content/uploads/2020/03/CationAnion.png
2024-12-27,TRACK,A particle track is the path left by a charged particle as it passes through a medium such as a gas or solid. In particle physics tracking is the process of reconstructing the trajectory (or track) of electrically charged particles in a particle detector.,https://cdn.savemyexams.com/cdn-cgi/image/f=auto,width=1920,w=1920/uploads/2022/06/8-6-particle-tracks-in-chamber_edexcel-al-physics-rn.png
2024-12-28,PIONS,Pions are the lightest mesons and consist of an up or down quark and their corresponding antiquarks. They mediate the residual strong force between nucleons in the atomic nucleus and were first proposed by Yukawa to explain nuclear interactions.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Quark_structure_pion.svg/1200px-Quark_structure_pion.svg.png
2024-12-29,RATIO,Decay rate ratios in particle physics reveal the existence of color charge by showing that decays involving quarks occur more frequently than would be expected if quarks did not carry an additional quantum number. The observed ratio aligns with QCD predictions for three colors.,https://i.sstatic.net/EVevg.png
2024-12-30,SIGMA,Sigma particles are baryons composed of two quarks and one strange quark. They are heavier cousins of protons and neutrons and are produced in high-energy collisions. The study of sigma baryons helps probe the properties of the strong force.,https://i.sstatic.net/RN5de.png
2024-12-31,THETA,Theta is often used to describe angular variables in particle collisions. Measuring angles between decay products allows physicists to analyze spin states and underlying dynamics in particle interactions.,https://www.researchgate.net/profile/Dimitrios-Terzis/publication/330468151/figure/fig12/AS:962239829929995@1606427261220/Particle-theta-orientation-th-degrees-for-fine-sand-grains-a1-medium-sand-grains-b1.png
2025-01-01,LAMDA,Lambda particles are baryons containing a strange quark along with up and down quarks. The lambda baryon was the first strange particle discovered providing early evidence for the concept of strangeness in particle physics.,http://hyperphysics.phy-astr.gsu.edu/hbase/Particles/imgpar/lamdec.png
2025-01-02,EJECT,Ejection refers to the process in which electrons are ejected from the surface of a material in the photoelectric effect whereby the quanta of electromagnetic radiation called the photon collides with an electron which removes it from the surface.,https://www.cyberphysics.co.uk/graphics/diagrams/atomic/photoelectriceffect.gif
2025-01-03,ORBIT,In particle accelerators orbit refers to the trajectory of a charged particle as it is bent by magnetic fields. Orbits are precisely controlled to ensure particles collide at desired interaction points.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/LHC.svg/440px-LHC.svg.png
2025-01-04,METER,An SI unit of length. In particle physics we like to set the speed of light to 1 and so 1m has inverse energy units making 1m equal to 5.07e15/Gev.,https://fpg.phys.virginia.edu/fpgweb/physics/natural_units_conversion_chart.png
2025-01-05,GHOST,Ghost particles are theoretical entities introduced in quantum field theory to maintain consistency in gauge theories. Although unphysical they ensure proper cancellations in calculations and are essential for understanding quantum chromodynamics.,https://assets.iflscience.com/assets/articleNo/76282/aImg/79743/physics-formulae-and-ghosts-drawn-on-a-blackboard-m.png
2025-01-06,BRANE,Branes are multidimensional objects in string theory. In particle physics they provide a framework to explain extra dimensions and propose mechanisms for the hierarchy problem.,https://www.daviddarling.info/images/brane.jpg
2025-01-07,DENSE,Dense refers to states of matter like quark-gluon plasma which existed shortly after the Big Bang. Studying dense matter reveals the behavior of the strong force under extreme conditions.,https://www.scienceworld.ca/wp-content/uploads/Dense.jpg
2025-01-08,EQUAL,Equality in particle physics often refers to symmetry principles like charge-parity (CP) or time-reversal (T) symmetry. Breaking these equalities can explain phenomena such as the matter-antimatter asymmetry in the universe.,https://steemitimages.com/1280x0/https://s26.postimg.cc/ltbuuewm1/CPSym_smaller.jpg
2025-01-09,HYPER,Hyper refers to hyperons which are baryons containing strange quarks. Hyperons provide insights into strong interactions and are important in studies of neutron star matter.,https://www.bnl.gov/today/body_pics/2023/05/hypernuclei-flow-1000px.jpg
2025-01-10,LOOPS,Loops in particle physics describe Feynman diagrams where particles interact through intermediate virtual particles forming closed paths. Loop diagrams are crucial for calculating quantum corrections.,https://physics.aps.org/assets/57e3c6b5-2258-426e-ac47-2472aed6b098/e107_1_medium.png
2025-01-11,OPTIC,Optics in particle physics refers to beam optics which involves the manipulation of particle beams using magnetic fields to focus steer and collide particles.,https://news.fnal.gov/wp-content/uploads/2021/01/iota-pickup-kicker-jarvis-2048x1152.jpg
2025-01-12,NODES,Nodes are points in Feynman diagrams where particles interact or decay. Each node represents a fundamental interaction governed by the Standard Model.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Feynman_diagram_general_properties.svg/700px-Feynman_diagram_general_properties.svg.png
2025-01-13,PHASE,Phase in particle physics describes the quantum mechanical phase of wavefunctions which governs interference patterns in processes like neutrino oscillations or particle decays.,https://dosits.org/wp-content/uploads/2021/01/Phase-1a-500.png
2025-01-14,UNIFY,Unification refers to efforts to combine the fundamental forces of nature into a single framework. Grand Unified Theories aim to merge the strong weak and electromagnetic interactions.,https://bigthink.com/wp-content/uploads/2022/01/abcc.jpg?lb=960,540
2025-01-15,XRAYS,X-rays are high-energy photons produced in transitions involving inner electron shells or in high-energy particle collisions. They are used in detectors for tracking particles or studying cosmic phenomena.,https://www.mymed.com/image/220/medicalarticle/800
2025-01-16,DRIFT,Drift in particle detectors refers to the movement of ionized particles in a gas under an electric field. Drift chambers are used to measure particle trajectories with high precision.,https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Track_formation.jpg/700px-Track_formation.jpg
2025-01-17,INDEX,Index refers to the refractive index in Cherenkov detectors which measures the speed of charged particles by observing light emitted when they exceed the speed of light in a medium. The blue glow seen in this image is Cherenkov radiation.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Advanced_Test_Reactor.jpg/440px-Advanced_Test_Reactor.jpg
